id,key,value,type
410468953,public_transport,platform,regular
410468953,route_ref,58;88;359;518,regular
410468974,asset_ref,77339,regular
410468974,bus,yes,regular
410468974,highway,bus_stop,regular
410468974,location,Pasir Ris Drive 12,regular
410468974,name,After Tampines Expressway,regular
410468974,public_transport,platform,regular
410468974,route_ref,3;39;53;58;81;88;89;109,regular
410469003,asset_ref,77271,regular
410469003,bus,yes,regular
410469003,highway,bus_stop,regular
410469003,location,Pasir Ris Drive 12,regular
410469003,name,After Pasir Ris Street 72,regular
410469003,public_transport,platform,regular
410469003,route_ref,58;88;359;518;518A,regular
410469029,asset_ref,77331,regular
410469029,bus,yes,regular
410469029,highway,bus_stop,regular
410469029,location,Pasir Ris Drive 12,regular
410469029,name,Blk 747A,regular
410469029,public_transport,platform,regular
410469029,route_ref,3;3A;39;53;58;81;88;89;109,regular
410469055,asset_ref,77261,regular
410469055,bus,yes,regular
410469055,highway,bus_stop,regular
410469055,location,Pasir Ris Drive 12,regular
410469055,name,Blk 717,regular
410469055,public_transport,platform,regular
410469055,route_ref,58;88;359;518;518A,regular
410469072,asset_ref,77279,regular
410469072,bus,yes,regular
410469072,highway,bus_stop,regular
410469072,location,Pasir Ris Drive 12,regular
410469072,name,After Pasir Ris Drive 1,regular
410469072,public_transport,platform,regular
410469072,route_ref,58;88;359;518,regular
410470531,asset_ref,77291,regular
410470531,highway,bus_stop,regular
410470531,location,Pasir Ris Street 71,regular
410470531,name,Blk 753,regular
410470531,route_ref,359,regular
410470653,asset_ref,13191,regular
410470653,bus,yes,regular
410470653,highway,bus_stop,regular
410470653,location,Paterson Road,regular
410470653,name,Bef Orchard Blvd,regular
410470653,public_transport,platform,regular
410470653,route_ref,1N;2N;3N;4N;5;5N;6N;14;16;54;65;175;NR6;NR7,regular
410470683,asset_ref,13199,regular
410470683,bus,yes,regular
410470683,highway,bus_stop,regular
410470683,location,Paterson Road,regular
410470683,name,Aft Orchard Blvd,regular
410470683,public_transport,platform,regular
410470683,route_ref,5;14;16;54;65;175;NR5,regular
410470849,asset_ref,81119,regular
410470849,bus,yes,regular
410470849,highway,bus_stop,regular
410470849,location,Paya Lebar Road,regular
410470849,name,Paya Lebar Station Exit C,regular
410470849,public_transport,platform,regular
410470849,route_ref,24;28;43;70;70M;76;134;135;154;155;137,regular
410470849,source,presential survey,regular
410470884,asset_ref,70271,regular
410470884,bus,yes,regular
410470884,highway,bus_stop,regular
410470884,location,Paya Lebar Road,regular
410470884,name,Le Crescendo,regular
410470884,public_transport,platform,regular
410470884,route_ref,8;22;24;28;43;58;70;70M;76;80;158,regular
410470905,asset_ref,70251,regular
410470905,bus,yes,regular
410470905,highway,bus_stop,regular
410470905,location,Paya Lebar Road,regular
410470905,name,MacPherson Station,regular
410470905,public_transport,platform,regular
410470905,route_ref,24;28;43;70;70M;76;80;135;154,regular
410470932,asset_ref,81109,regular
410470932,bus,yes,regular
410470932,highway,bus_stop,regular
410470932,location,Paya Lebar Road,regular
410470932,name,Opposite CISCO Centre,regular
410470932,public_transport,platform,regular
410470932,route_ref,24;28;43;70;70M;76;80;135;154,regular
410470932,source,Kaart Ground Survey 2017,regular
410470959,asset_ref,70259,regular
410470959,bus,yes,regular
410470959,highway,bus_stop,regular
410470959,location,Paya Lebar Road,regular
410470959,name,MacPherson Station Exit B,regular
410470959,public_transport,platform,regular
410470959,route_ref,24;28;43;70;70M;76;80;135;154,regular
410470989,asset_ref,70261,regular
410470989,bus,yes,regular
410470989,highway,bus_stop,regular
410470989,location,Paya Lebar Road,regular
410470989,name,Opposite Orion @ Paya Lebar,regular
410470989,public_transport,platform,regular
410470989,route_ref,8;22;24;28;43;70;70M;76;80;158,regular
410471005,asset_ref,81101,regular
410471005,bus,yes,regular
410471005,highway,bus_stop,regular
410471005,location,Paya Lebar Road,regular
410471005,name,CISCO Centre,regular
410471005,public_transport,platform,regular
410471005,route_ref,24;28;43;70;70M;76;135;154,regular
410471005,source,Kaart Ground Survey 2017,regular
410471030,asset_ref,70269,regular
410471030,bus,yes,regular
410471030,highway,bus_stop,regular
410471030,location,Paya Lebar Road,regular
410471030,name,Citipoint Industrial Complex,regular
410471030,public_transport,platform,regular
410471030,route_ref,8;22;24;28;43;70;70M;76;80;158,regular
410471081,asset_ref,70279,regular
410471081,bus,yes,regular
410471081,highway,bus_stop,regular
410471081,location,Paya Lebar Road,regular
410471081,name,Opposite Trinity @ Paya Lebar,regular
410471081,public_transport,platform,regular
410471081,route_ref,8;22;24;28;43;58;70;70M;76;80;158,regular
410471106,asset_ref,08031,regular
410471106,bus,yes,regular
410471106,highway,bus_stop,regular
410471106,location,Penang Road,regular
410471106,name,Dhoby Ghaut Station,regular
410471106,public_transport,platform,regular
410471106,route_ref,7;14;16;36;36A;36B;65;77;106;111;124;128;162;162M;167;171;174;175;190;700;700A;850E;951E;971E;972,regular
410471124,asset_ref,08111,regular
410471124,bus,yes,regular
410471124,highway,bus_stop,regular
410471124,location,Penang Road,regular
410471124,name,Winsland House,regular
410471124,public_transport,platform,regular
410471124,route_ref,7;14;16;36;36A;36B;65;77;106;111;123;124;128;143;162;162M;167;171;174;175;190;700;700A;971E;972,regular
410471149,asset_ref,44221,regular
410471149,bus,yes,regular
410471149,highway,bus_stop,regular
410471149,location,Pending Road,regular
410471149,name,Opposite Pending Station,regular
410471149,public_transport,platform,regular
410471149,route_ref,171;184;700;700A;960;963;963E;963R;966,regular
410471176,asset_ref,44229,regular
410471176,bus,yes,regular
410471176,highway,bus_stop,regular
410471176,location,Pending Road,regular
410471176,name,Before Pending Station,regular
410471176,public_transport,platform,regular
410471176,route_ref,171;184;700;700A;960;963;963E;963R;966,regular
410471204,asset_ref,29019,regular
410471204,bus,yes,regular
410471204,highway,bus_stop,regular
410471204,location,Penjuru Road,regular
410471204,name,Sanmina-SCI,regular
410471204,public_transport,platform,regular
410471204,route_ref,78;78A,regular
410471220,asset_ref,29011,regular
410471220,highway,bus_stop,regular
410471220,location,Penjuru Road,regular
410471220,name,Opposite Sanmina-SCI,regular
410471220,route_ref,78,regular
410471246,asset_ref,20241,regular
410471246,highway,bus_stop,regular
410471246,location,Penjuru Road,regular
410471246,name,Opposite Blk 51,regular
410471246,route_ref,30,regular
410471276,asset_ref,29039,regular
410471276,bus,yes,regular
410471276,highway,bus_stop,regular
410471276,location,Penjuru Road,regular
410471276,name,Opposite Singapore Wood Industrial,regular
410471276,public_transport,platform,regular
410471276,route_ref,78;78A;79;79A,regular
410471315,asset_ref,29031,regular
410471315,highway,bus_stop,regular
410471315,location,Penjuru Road,regular
410471315,name,Singapore Wood Industrial,regular
410471315,route_ref,78;79,regular
410471364,asset_ref,29029,regular
410471364,bus,yes,regular
410471364,highway,bus_stop,regular
410471364,location,Penjuru Road,regular
410471364,name,Opposite Sunlight Timber,regular
410471364,public_transport,platform,regular
410471364,route_ref,78;78A;79;79A,regular
410471390,asset_ref,29021,regular
410471390,highway,bus_stop,regular
410471390,location,Penjuru Road,regular
410471390,name,After Jalan Buroh,regular
410471390,route_ref,78;79,regular
410471416,asset_ref,44219,regular
410471416,bus,yes,regular
410471416,highway,bus_stop,regular
410471416,location,Petir Road,regular
410471416,name,Between Blks 139/140,regular
410471416,public_transport,platform,regular
410471416,route_ref,75;171;960;963;963E;963R,regular
410471443,asset_ref,44201,regular
410471443,bus,yes,regular
410471443,highway,bus_stop,regular
410471443,location,Petir Road,regular
410471443,name,After Petir Station,regular
410471443,public_transport,platform,regular
410471443,route_ref,75;171;960;963;963E;963R,regular
410471472,asset_ref,44379,regular
410471472,highway,bus_stop,regular
410471472,location,Petir Road,regular
410471472,name,Opposite Blk 219,regular
410471472,route_ref,700;700A;966,regular
410471488,asset_ref,44209,regular
410471488,bus,yes,regular
410471488,highway,bus_stop,regular
410471488,location,Petir Road,regular
410471488,name,Opposite Petir Station,regular
410471488,public_transport,platform,regular
410471488,route_ref,75;171;960;963;963E;963R,regular
410471588,asset_ref,44211,regular
410471588,bus,yes,regular
410471588,highway,bus_stop,regular
410471588,location,Petir Road,regular
410471588,name,Blk 127,regular
410471588,public_transport,platform,regular
410471588,route_ref,75;171;960;963;963E;963R,regular
410471606,asset_ref,44389,regular
410471606,highway,bus_stop,regular
410471606,location,Petir Road,regular
410471606,name,Opposite Blk 201,regular
410471606,route_ref,700;700A;966,regular
410471635,asset_ref,44371,regular
410471635,bus,yes,regular
410471635,highway,bus_stop,regular
410471635,location,Petir Road,regular
410471635,name,Blk 219,regular
410471635,public_transport,platform,regular
410471635,route_ref,700;700A;966,regular
410471667,asset_ref,68061,regular
410471667,bus,yes,regular
410471667,highway,bus_stop,regular
410471667,location,Piccadilly,regular
410471667,name,Sing-China Building,regular
410471667,public_transport,platform,regular
410471667,route_ref,103;117,regular
410471702,asset_ref,68069,regular
410471702,bus,yes,regular
410471702,highway,bus_stop,regular
410471702,location,Piccadilly,regular
410471702,name,Opposite Sing-China Building,regular
410471702,public_transport,platform,regular
410471702,route_ref,103;117,regular
410472147,asset_ref,23271,regular
410472147,highway,bus_stop,regular
410472147,location,Pioneer Road,regular
410472147,name,After Benoi Sector,regular
410472147,route_ref,NoServices,regular
410472148,asset_ref,22151,regular
410472148,highway,bus_stop,regular
410472148,location,Pioneer Road,regular
410472148,name,Hitachi,regular
410472148,route_ref,251,regular
410472149,asset_ref,23279,regular
410472149,highway,bus_stop,regular
410472149,location,Pioneer Road,regular
410472149,name,Before Benoi Sector,regular
410472149,route_ref,251,regular
410472170,asset_ref,22159,regular
410472170,highway,bus_stop,regular
410472170,location,Pioneer Road,regular
410472170,name,Opposite Hitachi,regular
410472170,route_ref,251,regular
410472178,asset_ref,27321,regular
410472178,highway,bus_stop,regular
410472178,location,Pioneer Road North,regular
410472178,name,Blk 949,regular
410472178,route_ref,179,regular
410472179,asset_ref,22181,regular
410472179,bus,yes,regular
410472179,highway,bus_stop,regular
410472179,location,Pioneer Road North,regular
410472179,name,Singapore Post,regular
410472179,public_transport,platform,regular
410472179,route_ref,185;193;251;256;502;502A,regular
410472183,asset_ref,22459,regular
410472183,bus,yes,regular
410472183,highway,bus_stop,regular
410472183,location,Pioneer Road North,regular
410472183,name,Blk 643,regular
410472183,public_transport,platform,regular
410472183,route_ref,179;185;193;241;502,regular
410472191,asset_ref,22461,regular
410472191,bus,yes,regular
410472191,highway,bus_stop,regular
410472191,location,Pioneer Road North,regular
410472191,name,Opposite Blk 653B,regular
410472191,public_transport,platform,regular
410472191,route_ref,185;192;193;256;258;502;502A,regular
410472198,asset_ref,22469,regular
410472198,bus,yes,regular
410472198,highway,bus_stop,regular
410472198,location,Pioneer Road North,regular
410472198,name,Blk 653B,regular
410472198,public_transport,platform,regular
410472198,route_ref,185;192;193;256;258;502,regular
410472202,asset_ref,22171,regular
410472202,bus,yes,regular
410472202,highway,bus_stop,regular
410472202,location,Pioneer Road North,regular
410472202,name,Opposite Secura Singapore,regular
410472202,public_transport,platform,regular
410472202,route_ref,193;251;256,regular
410472205,asset_ref,27329,regular
410472205,highway,bus_stop,regular
410472205,location,Pioneer Road North,regular
410472205,name,Blk 840,regular
410472205,route_ref,179,regular
410472226,asset_ref,22161,regular
410472226,bus,yes,regular
410472226,highway,bus_stop,regular
410472226,location,Pioneer Road North,regular
410472226,name,After Lok Yang Way,regular
410472226,public_transport,platform,regular
410472226,route_ref,193;251;256,regular
410472241,asset_ref,22179,regular
410472241,bus,yes,regular
410472241,highway,bus_stop,regular
410472241,location,Pioneer Road North,regular
410472241,name,Before Secura,regular
410472241,public_transport,platform,regular
410472241,route_ref,193;251;256,regular
410472249,asset_ref,27301,regular
410472249,bus,yes,regular
410472249,highway,bus_stop,regular
410472249,location,Pioneer Road North,regular
410472249,name,Blk 978,regular
410472249,public_transport,platform,regular
410472249,route_ref,179;185;241;243W;502;502A,regular
410472258,asset_ref,22399,regular
410472258,highway,bus_stop,regular
410472258,location,Tanjong Kling Road,regular
410472258,name,After Jalan Buroh,regular
410472258,route_ref,249,regular
410472267,asset_ref,27309,regular
410472267,bus,yes,regular
410472267,highway,bus_stop,regular
410472267,location,Pioneer Road North,regular
410472267,name,Blk 705,regular
410472267,public_transport,platform,regular
410472267,route_ref,179;185;241;243G;502,regular
410472294,asset_ref,22451,regular
410472294,bus,yes,regular
410472294,highway,bus_stop,regular
410472294,location,Pioneer Road North,regular
410472294,name,Opposite Blk 643,regular
410472294,public_transport,platform,regular
410472294,route_ref,179;185;193;241;502;502A,regular
410472311,asset_ref,22189,regular
410472311,bus,yes,regular
410472311,highway,bus_stop,regular
410472311,location,Pioneer Road North,regular
410472311,name,Pioneer Junction,regular
410472311,public_transport,platform,regular
410472311,route_ref,185;193;251;256;502,regular
410472342,asset_ref,70211,regular
410472342,bus,yes,regular
410472342,highway,bus_stop,regular
410472342,location,Pipit Road,regular
410472342,name,Blk 90,regular
410472342,public_transport,platform,regular
410472342,route_ref,40;61;63;63M;65;66;66A;135;154;155;158,regular
410472345,asset_ref,18211,regular
410472345,highway,bus_stop,regular
410472345,location,Portsdown Road,regular
410472345,name,Infinite Studios,regular
410472345,route_ref,191,regular
410472346,asset_ref,18171,regular
410472346,highway,bus_stop,regular
410472346,location,Portsdown Road,regular
410472346,name,Before Weyhill Close,regular
410472346,route_ref,191,regular
410472347,asset_ref,18179,regular
410472347,highway,bus_stop,regular
410472347,location,Portsdown Road,regular
410472347,name,Opposite Weyhill Close,regular
410472347,route_ref,191,regular
410472348,asset_ref,18209,regular
410472348,highway,bus_stop,regular
410472348,location,Portsdown Road,regular
410472348,name,Before All Saints Chapel,regular
410472348,route_ref,NoServices,regular
410472349,asset_ref,18189,regular
410472349,highway,bus_stop,regular
410472349,location,Portsdown Road,regular
410472349,name,Tanglin Trust School,regular
410472349,route_ref,191,regular
410472350,asset_ref,18181,regular
410472350,highway,bus_stop,regular
410472350,location,Portsdown Road,regular
410472350,name,Opposite Tanglin Trust School,regular
410472350,route_ref,191,regular
410472351,asset_ref,18159,regular
410472351,highway,bus_stop,regular
410472351,location,Portsdown Road,regular
410472351,name,one-north Station,regular
410472351,route_ref,191,regular
410472356,asset_ref,18191,regular
410472356,highway,bus_stop,regular
410472356,location,Portsdown Road,regular
410472356,name,Before Whitchurch Road,regular
410472356,route_ref,191,regular
410472359,asset_ref,18199,regular
410472359,highway,bus_stop,regular
410472359,location,Portsdown Road,regular
410472359,name,After Whitchurch Road,regular
410472359,route_ref,191,regular
410472360,asset_ref,61079,regular
410472360,highway,bus_stop,regular
410472360,location,Potong Pasir Avenue 1,regular
410472360,name,Blk 121,regular
410472360,route_ref,142,regular
410472361,asset_ref,61069,regular
410472361,highway,bus_stop,regular
410472361,location,Potong Pasir Avenue 1,regular
410472361,name,Blk 101,regular
410472361,route_ref,142,regular
410472362,asset_ref,61009,regular
410472362,highway,bus_stop,regular
410472362,location,Potong Pasir Avenue 1,regular
410472362,name,Blk 122,regular
410472362,route_ref,142,regular
410472363,asset_ref,61061,regular
410472363,highway,bus_stop,regular
410472363,location,Potong Pasir Avenue 1,regular
410472363,name,Blk 148,regular
410472363,route_ref,142,regular
410472364,asset_ref,61099,regular
410472364,highway,bus_stop,regular
410472364,location,Potong Pasir Avenue 2,regular
410472364,name,Potong Pasir Community Club,regular
410472364,route_ref,142,regular
410472365,asset_ref,61089,regular
410472365,highway,bus_stop,regular
410472365,location,Potong Pasir Avenue 3,regular
410472365,name,Between Blks 138/144,regular
410472365,route_ref,142,regular
410472366,asset_ref,08079,regular
410472366,bus,yes,regular
410472366,highway,bus_stop,regular
410472366,location,Prinsep Street,regular
410472366,name,School of the Arts,regular
410472366,public_transport,platform,regular
410472366,route_ref,1N;2N;3N;4N;5N;6N;64;65;131;139;147;166;857;NR6,regular
410472369,asset_ref,65279,regular
410472369,bus,yes,regular
410472369,highway,bus_stop,regular
410472369,location,Punggol Central,regular
410472369,name,Between Blks 187/188,regular
410472369,public_transport,platform,regular
410472369,route_ref,3;6N;83;85,regular
410472372,asset_ref,65229,regular
410472372,bus,yes,regular
410472372,highway,bus_stop,regular
410472372,location,Punggol Central,regular
410472372,name,Blk 298,regular
410472372,public_transport,platform,regular
410472372,route_ref,3;6N;34;83;84;85;136;386,regular
410472373,asset_ref,65271,regular
410472373,bus,yes,regular
410472373,highway,bus_stop,regular
410472373,location,Punggol Central,regular
410472373,name,Opposite Blk 188,regular
410472373,public_transport,platform,regular
410472373,route_ref,3;83;85,regular
410472374,asset_ref,65289,regular
410472374,bus,yes,regular
410472374,highway,bus_stop,regular
410472374,location,Punggol Central,regular
410472374,name,Edgefield Primary School,regular
410472374,public_transport,platform,regular
410472374,route_ref,3;6N;83;85;136;386,regular
410472374,wheelchair,no,regular
410472375,asset_ref,65261,regular
410472375,bus,yes,regular
410472375,highway,bus_stop,regular
410472375,location,Punggol Central,regular
410472375,name,Blk 649,regular
410472375,public_transport,platform,regular
410472375,route_ref,3;83;85,regular
410472376,asset_ref,65221,regular
410472376,bus,yes,regular
410472376,highway,bus_stop,regular
410472376,location,Punggol Central,regular
410472376,name,Blk 303D,regular
410472376,public_transport,platform,regular
410472376,route_ref,3;34;34A;83;84;85;136;386,regular
410472377,asset_ref,65281,regular
410472377,bus,yes,regular
410472377,highway,bus_stop,regular
410472377,location,Punggol Central,regular
410472377,name,Punggol Secondary School,regular
410472377,public_transport,platform,regular
410472377,route_ref,3;83;85;136;386,regular
410472378,asset_ref,65269,regular
410472378,bus,yes,regular
410472378,highway,bus_stop,regular
410472378,location,Punggol Central,regular
410472378,name,Blk 162B,regular
410472378,public_transport,platform,regular
410472378,route_ref,3;6N;83;386,regular
410472379,asset_ref,65231,regular
410472379,bus,yes,regular
410472379,highway,bus_stop,regular
410472379,location,Punggol East,regular
410472379,name,Blk 166A,regular
410472379,public_transport,platform,regular
410472379,route_ref,3;6N;50;83;85;386,regular
410472380,asset_ref,65239,regular
410472380,bus,yes,regular
410472380,highway,bus_stop,regular
410472380,location,Punggol East,regular
410472380,name,Opposite Blk 166A,regular
410472380,public_transport,platform,regular
410472380,route_ref,3;50;83;85,regular
410472381,asset_ref,65201,regular
410472381,bus,yes,regular
410472381,highway,bus_stop,regular
410472381,location,Punggol Field,regular
410472381,name,Opposite Blk 201A,regular
410472381,public_transport,platform,regular
410472381,route_ref,6N;62;62A;82,regular
410472382,asset_ref,65159,regular
410472382,bus,yes,regular
410472382,highway,bus_stop,regular
410472382,location,Punggol Field,regular
410472382,name,Blk 101C,regular
410472382,public_transport,platform,regular
410472382,route_ref,3;62;83;136,regular
410472383,asset_ref,65169,regular
410472383,bus,yes,regular
410472383,highway,bus_stop,regular
410472383,location,Punggol Field,regular
410472383,name,Blk 108,regular
410472383,public_transport,platform,regular
410472383,route_ref,3;62;83,regular
410472387,asset_ref,65151,regular
410472387,bus,yes,regular
410472387,highway,bus_stop,regular
410472387,location,Punggol Field,regular
410472387,name,Blk 196A,regular
410472387,public_transport,platform,regular
410472387,route_ref,3;6N;62;62A;83;136,regular
410472392,asset_ref,65179,regular
410472392,bus,yes,regular
410472392,highway,bus_stop,regular
410472392,location,Punggol Field,regular
410472392,name,Blk 126A,regular
410472392,public_transport,platform,regular
410472392,route_ref,3;62;83,regular
410472393,asset_ref,65171,regular
410472393,bus,yes,regular
410472393,highway,bus_stop,regular
410472393,location,Punggol Field,regular
410472393,name,Opposite Blk 126A,regular
410472393,public_transport,platform,regular
410472393,route_ref,3;6N;62;62A;83;386,regular
410472394,asset_ref,65161,regular
410472394,bus,yes,regular
410472394,highway,bus_stop,regular
410472394,location,Punggol Field,regular
410472394,name,Blk 173B,regular
410472394,public_transport,platform,regular
410472394,route_ref,3;6N;62;62A;83,regular
410472395,asset_ref,65209,regular
410472395,highway,bus_stop,regular
410472395,location,Punggol Field,regular
410472395,name,After Punggol Road,regular
410472395,route_ref,62;82,regular
410472396,asset_ref,65219,regular
410472396,bus,yes,regular
410472396,highway,bus_stop,regular
410472396,location,Punggol Place,regular
410472396,name,After Punggol Central,regular
410472396,public_transport,platform,regular
410472396,route_ref,6N,regular
410472397,asset_ref,65211,regular
410472397,highway,bus_stop,regular
410472397,location,Punggol Place,regular
410472397,name,After Punggol Field,regular
410472398,asset_ref,65029,regular
410472398,bus,yes,regular
410472398,highway,bus_stop,regular
410472398,location,Punggol Road,regular
410472398,name,Blk 111,regular
410472398,public_transport,platform,regular
410472398,route_ref,80;82;88;163;163M,regular
410472399,asset_ref,65031,regular
410472399,bus,yes,regular
410472399,highway,bus_stop,regular
410472399,location,Punggol Road,regular
410472399,name,Blk 227D,regular
410472399,public_transport,platform,regular
410472399,route_ref,6N;82;88;163;163M;372,regular
410472400,asset_ref,65069,regular
410472400,bus,yes,regular
410472400,highway,bus_stop,regular
410472400,location,Punggol Road,regular
410472400,name,Blk 190C,regular
410472400,public_transport,platform,regular
410472400,route_ref,27;82;83;86;88;89;136;161;965,regular
410472401,asset_ref,65039,regular
410472401,bus,yes,regular
410472401,highway,bus_stop,regular
410472401,location,Punggol Road,regular
410472401,name,Blk 124,regular
410472401,public_transport,platform,regular
410472401,route_ref,82;88;163;163M,regular
410472402,asset_ref,65071,regular
410472402,bus,yes,regular
410472402,highway,bus_stop,regular
410472402,location,Punggol Road,regular
410472402,name,Opposite Blk 103A,regular
410472402,public_transport,platform,regular
410472402,route_ref,3;6N;34;82;83;136,regular
410472407,asset_ref,65129,regular
410472407,highway,bus_stop,regular
410472407,location,Punggol Road,regular
410472407,name,After Track 22,regular
410472407,route_ref,84,regular
410472408,asset_ref,65121,regular
410472408,highway,bus_stop,regular
410472408,location,Punggol Road,regular
410472408,name,Opposite Track 22,regular
410472408,route_ref,84,regular
410472409,asset_ref,65139,regular
410472409,highway,bus_stop,regular
410472409,location,Punggol Road,regular
410472409,name,Punggol Road End,regular
410472409,route_ref,84,regular
410472410,asset_ref,65041;65049,regular
410472410,bus,yes,regular
410472410,highway,bus_stop,regular
410472410,location,Punggol Road,regular
410472410,name,Blk 231;Blk 126A,regular
410472410,network,new town,regular
410472410,operator,compass,regular
410472410,public_transport,platform,regular
410472410,route_ref,6N;82;88;163;163M;372,regular
410472411,asset_ref,65061,regular
410472411,bus,yes,regular
410472411,highway,bus_stop,regular
410472411,location,Punggol Road,regular
410472411,name,Blk 298A,regular
410472411,public_transport,platform,regular
410472411,route_ref,6N;27;82;83;86;88;89;136;161;965,regular
410472413,asset_ref,65019,regular
410472413,highway,bus_stop,regular
410472413,location,Punggol Road,regular
410472413,name,The Rivervale,regular
410472413,route_ref,80;82;87;88;89;119,regular
410472414,asset_ref,65081,regular
410472414,highway,bus_stop,regular
410472414,location,Punggol Road,regular
410472414,name,Opposite Blk 199C,regular
410472414,route_ref,34,regular
410472422,asset_ref,65101,regular
410472422,highway,bus_stop,regular
410472422,location,Punggol Road,regular
410472422,name,After Punggol Drive,regular
410472422,route_ref,84,regular
410472469,asset_ref,65079,regular
410472469,bus,yes,regular
410472469,highway,bus_stop,regular
410472469,location,Punggol Road,regular
410472469,name,Blk 102C,regular
410472469,public_transport,platform,regular
410472469,route_ref,3;34;34A;82;83;136,regular
410472478,asset_ref,65091,regular
410472478,highway,bus_stop,regular
410472478,location,Punggol Road,regular
410472478,name,Blk 301A,regular
410472478,route_ref,84,regular
410472479,asset_ref,65119,regular
410472479,highway,bus_stop,regular
410472479,location,Punggol Road,regular
410472479,name,Opposite Punggol 17th Avenue,regular
410472479,route_ref,84,regular
410472480,asset_ref,65011,regular
410472480,highway,bus_stop,regular
410472480,location,Punggol Road,regular
410472480,name,Opposite The Rivervale,regular
410472480,route_ref,80;82;87;88;89;119;NR6,regular
410472480,wheelchair,yes,regular
410472511,asset_ref,65109,regular
410472511,highway,bus_stop,regular
410472511,location,Punggol Road,regular
410472511,name,Before Punggol Drive,regular
410472511,route_ref,84,regular
410472547,asset_ref,65111,regular
410472547,highway,bus_stop,regular
410472547,location,Punggol Road,regular
410472547,name,Before Punggol 17th Avenue,regular
410472547,route_ref,84,regular
410472574,asset_ref,65021,regular
410472574,bus,yes,regular
410472574,highway,bus_stop,regular
410472574,location,Punggol Road,regular
410472574,name,Opposite Blk 110,regular
410472574,public_transport,platform,regular
410472574,route_ref,6N;80;82;88;163;163M,regular
410472575,asset_ref,65089,regular
410472575,bus,yes,regular
410472575,highway,bus_stop,regular
410472575,location,Punggol Road,regular
410472575,name,Opposite Blk 296,regular
410472575,public_transport,platform,regular
410472575,route_ref,34;34A,regular
410472576,asset_ref,21269,regular
410472576,highway,bus_stop,regular
410472576,location,Quality Road,regular
410472576,name,Unit 53,regular
410472576,route_ref,79;246,regular
410472577,asset_ref,21499,regular
410472577,highway,bus_stop,regular
410472577,location,Quality Road,regular
410472577,name,Before Jalan Tukang,regular
410472577,route_ref,246,regular
410472581,asset_ref,21501,regular
410472581,highway,bus_stop,regular
410472581,location,Quality Road,regular
410472581,name,Before Meji Seika,regular
410472581,route_ref,246,regular
410472593,asset_ref,21261,regular
410472593,bus,yes,regular
410472593,highway,bus_stop,regular
410472593,location,Quality Road,regular
410472593,name,After Chin Bee Avenue,regular
410472593,public_transport,platform,regular
410472593,route_ref,79;79A;246,regular
410472600,asset_ref,21491,regular
410472600,highway,bus_stop,regular
410472600,location,Quality Road,regular
410472600,name,Before Boon Lay Way,regular
410472600,route_ref,246,regular
410472607,asset_ref,21509,regular
410472607,highway,bus_stop,regular
410472607,location,Quality Road,regular
410472607,name,Opposite Meiji Seika,regular
410472607,route_ref,246,regular
410472612,amenity,bus_station,regular
410472612,asset_ref,01109,regular
410472612,location,Queen Street,regular
410472612,name,Queen Street Terminal,regular
410472612,route_ref,170,regular
410472613,asset_ref,11081,regular
410472613,bus,yes,regular
410472613,highway,bus_stop,regular
410472613,location,Queensway,regular
410472613,name,Viz Holland,regular
410472613,public_transport,platform,regular
410472613,route_ref,93;105;123;153;186;855;961;961C,regular
410472617,asset_ref,11049,regular
410472617,bus,yes,regular
410472617,highway,bus_stop,regular
410472617,location,Queensway,regular
410472617,name,Opposite Blessed Sacrament Church,regular
410472617,public_transport,platform,regular
410472617,route_ref,51;61;93;100;123;147;153;196;198;855;961;961C,regular
410472618,asset_ref,11059,regular
410472618,bus,yes,regular
410472618,highway,bus_stop,regular
410472618,location,Queensway,regular
410472618,name,Queenstown Polyclinic,regular
410472618,public_transport,platform,regular
410472618,route_ref,51;61;93;100;123;147;153;196;198;855;961;961C,regular
410472618,wheelchair,no,toilets
410472618,wheelchair,yes,regular
410472619,asset_ref,11051,regular
410472619,bus,yes,regular
410472619,highway,bus_stop,regular
410472619,location,Queensway,regular
410472619,name,Opposite Queenstown Polyclinic,regular
410472619,public_transport,platform,regular
410472619,route_ref,51;93;100;123;147;153;196;198;855;961;961C,regular
410472620,asset_ref,11041,regular
410472620,bus,yes,regular
410472620,highway,bus_stop,regular
410472620,location,Queensway,regular
410472620,name,After Commonwealth Drive,regular
410472620,public_transport,platform,regular
410472620,route_ref,51;93;100;123;147;153;196;198;855;961;961C,regular
410472621,asset_ref,11029,regular
410472621,bus,yes,regular
410472621,highway,bus_stop,regular
410472621,location,Queensway,regular
410472621,name,Blk 166,regular
410472621,public_transport,platform,regular
410472621,route_ref,51;61;64;93;100;123;147;153;196;198;855;961;961C,regular
410472628,asset_ref,11079,regular
410472628,bus,yes,regular
410472628,highway,bus_stop,regular
410472628,location,Queensway,regular
410472628,name,Opposite Blk 95,regular
410472628,public_transport,platform,regular
410472628,route_ref,93;105;123;153;186;855;961;961C,regular
410472635,asset_ref,11061,regular
410472635,bus,yes,regular
410472635,highway,bus_stop,regular
410472635,location,Queensway,regular
410472635,name,Opposite Queensway Secondary School,regular
410472635,public_transport,platform,regular
410472635,route_ref,93;105;122;123;153;186;195;855;961;961C,regular
410472636,asset_ref,11089,regular
410472636,bus,yes,regular
410472636,highway,bus_stop,regular
